Reference,Left,KWIC,Right
"PA643127,2018-04-21,Questel, Bruno","? Même avis. La parole est à M. Bruno Questel . Mes chers collègues, je suis élu dans le département de l'' Eure , où ont",été notamment élus,MM . Lemaire et Lecornu . Quelle chance ! J '' ai discuté plusieurs fois avec eux sur les raisons qui ont pu les pousser à
"PA719044,2018-04-21,Essayan, Nadia","AME présente donc des difficultés. Elle n'' est ni un cadeau offert ni une caisse ouverte aux demandeurs d'' asile, qui",sont acceptés,"en tant que tels là où ils ont déposé leur attestation. J '' ai vu passer des mails qui, par exemple, montraient la carte de l"
"PA721202,2018-04-21,Coquerel, Éric",l'' expertise osseuse aux fins de détermination de l'' âge des mineurs non accompagnés est très largement contestée. Il,est communément admis,par la communauté scientifique qu'' aucun procédé médical ne permet d'' affirmer avec certitude l'' âge d'' un individu. De
"PA720684,2018-04-21,Dumont, Pierre-Henri","vital pour assurer la continuité de l'' État dans certains territoires de la République française , dont celui dont je",suis élu,. C '' est la raison pour laquelle je vous invite très sincèrement à le soutenir et à le voter. La suite de la discussion est
"PA330684,2018-04-22,Boyer, Valérie","propositions pour les mineurs isolés. Madame la ministre, la proposition de Mme Anthoine me semble de nature à pouvoir",être acceptée,", car elle n'' obérerait en rien les travaux que vous conduisez avec le Premier ministre . Les départements sont"
"PA330684,2018-04-22,Boyer, Valérie","'' une amende de 30 000 euros "". Ces passeurs, véritables marchands d'' esclaves et trafiquants d'' êtres humains, doivent",être condamnés,à des peines supérieures à celles prévues aujourd''hui par le CESEDA . Je propose donc de les porter à sept ans d''
"PA906,2018-04-22,Collomb, Gérard","et quotidienne avec les actes de celles et ceux qui essaient de transgresser nos lois. Aujourd''hui, 85 000 personnes",sont arrêtées,"aux frontières, dont 55 000 à la frontière italienne. Un certain nombre de gens, qui se disent bénévoles, appellent les"
"PA330240,2018-04-22,Ciotti, Éric","Libye , dès la Tunisie , pour franchir la Méditerranée au péril de leur vie... Veuillez conclure, mon cher collègue ! ...",sont ceux de personnes condamnées,", qui prétendent être les porteurs de la solidarité. Votre temps de parole est écoulé, monsieur Ciotti ! Pour la plupart"
"PA721210,2018-04-22,Corbière, Alexis","ou qu'' on leur donne des cours de français. Les gens qui leur viennent en aide sont -ils des criminels, doivent -ils",être condamnés,"à de la prison ferme ? Non ! C '' est la question que nous vous posons. À l'' heure actuelle, c'' est possible. Comme cela a été"
"PA721210,2018-04-22,Corbière, Alexis","pas tolérable, car M. Herrou ne pratique pas un business, mais exprime une solidarité. De mon point de vue, il ne doit pas",être condamné,"mais, à l'' inverse, salué. C '' est la raison pour laquelle nous proposons une reformulation de la troisième exception"
"PA721210,2018-04-22,Corbière, Alexis","irrégulière à franchir les obstacles administratifs, voire leur offrent un repas chaud et un hébergement. Ils ne",seraient ainsi plus condamnés,"et pourraient même être salués par la République . Très bien ! Toujours dans la discussion commune, nous en venons à une"
"PA720326,2018-04-22,Hammouche, Brahim",irrégulier sur le territoire français. Trop de personnes se retrouvent devant les tribunaux correctionnels et,sont parfois condamnées,"pour n'' avoir fait qu'' apporter une aide humanitaire, de façon purement altruiste, à des étrangers en situation"
"PA722030,2018-04-22,Bournazel, Pierre-Yves","à l'' intention de notre collègue Pierre-Henri Dumont , sachant à quel point la situation à Calais est difficile, qu''",étant élu,"du XVIIIe arrondissement de Paris , je vis également dans ma circonscription, et depuis plusieurs années, les"
"PA330240,2018-04-22,Ciotti, Éric",". En effet, si certaines personnes agissent avec générosité, ce que l'' on peut comprendre, la plupart de celles qui",sont aujourd''hui interpellées et condamnées,"sont des récidivistes. Ce sont, au mieux, ces militants No Border qui veulent déstabiliser la République , monsieur le"
"PA721210,2018-04-22,Corbière, Alexis","apprécie. Lorsque je prête mon manteau à quelqu''un qui a froid sans lui demander sa situation administrative, dois - je",être condamné,"? Il faut mettre un terme à ce genre de situations ! Je cite Romain Rolland : "" quand l'' ordre est injustice, le désordre est"
"PA721210,2018-04-22,Corbière, Alexis","est injustice, le désordre est déjà un commencement de justice. "" Les situations dans lesquelles des citoyens ont",été condamnés,"pour avoir exercé leur solidarité s'' apparentent à des désordres. Bien souvent, ils aident des gens qui ont fui leur"
"PA721210,2018-04-22,Corbière, Alexis","est injustice, le désordre est déjà un commencement de justice. "" Les situations dans lesquelles des citoyens ont",été condamnés pour avoir exercé,"leur solidarité s'' apparentent à des désordres. Bien souvent, ils aident des gens qui ont fui leur pays, désertant des"
"PA720278,2018-04-22,Orphelin, Matthieu","même s'' il ne les réglera pas toutes. C '' est donc une bonne chose. Il était insupportable qu'' en France , en 2018, on puisse",être condamné,pour un acte de solidarité. Insupportable qu'' on respecte la loi ? Je note la très belle unanimité... À gauche ! ...sur la
"PA720278,2018-04-22,Orphelin, Matthieu",", sont d'' un avis complètement opposé et aimeraient que perdure en France une situation dans laquelle on peut",être condamné,pour un acte de solidarité. Tu vas voter le texte ! Cet amendement permettra de régler la quasi-totalité des situations
"PA606712,2018-04-22,Lurton, Gilles","qui sont le plus en difficulté, ceux qui en ont le plus besoin. Si les populations visées dans ce titre III ont besoin d''",être accompagnées,"dans leur intégration, ce n'' est pas forcément vers elles que nous devons orienter tous nos efforts, mais bien vers les"
"PA606712,2018-04-22,Lurton, Gilles","arrivent en France absolument démunis, souvent même sans parler notre langue. Ce sont bien eux qui ont le plus besoin d''",être accompagnés,"dans leur intégration, un accompagnement social ou éducatif. Voilà ce qui manque cruellement à votre projet de loi. Ce"
"PA267440,2018-04-22,Diard, Éric","qu'' il ne constitue pas une menace pour la sécurité de l'' État , une menace grave pour l'' ordre public, ou qu'' il n'' a pas",été condamné,"en dernier ressort soit pour un crime, soit pour un délit constituant un acte de terrorisme ou puni de dix ans d''"
"PA2150,2018-04-22,Mélenchon, Jean-Luc","de telles situations. Ils sont menacés, ils sont insultés pour la simple raison qu'' ils appliquent la loi. Madame , j'' ai",été élu,"comme vous ! La réalité du terrain, c'' est ça, monsieur Mélenchon ! Vous pouvez en faire rire, mais les mariages"
"PA718860,2018-04-22,Taurine, Bénédicte",protections que l'' État leur accorde . Nous proposons ainsi que toute victime de violences conjugales dont l'' auteur a,été condamné,"définitivement puisse automatiquement bénéficier d'' une carte de résident de plein droit, sans exiger d'' elle l''"
"PA718850,2018-04-22,Cordier, Pierre","pas pourquoi, si un pays comme le Canada – dont nous avons reçu l'' éminent Premier ministre il y a quelques jours... Qui a",été applaudi,"par tout le monde ! ...et qui a été applaudi encore plus par la majorité que par nous-mêmes – tient un débat sur les quotas,"
"PA1498,2018-04-22,Goasguen, Claude",dont nous avons reçu l'' éminent Premier ministre il y a quelques jours... Qui a été applaudi par tout le monde ! ...et qui a,été applaudi,"encore plus par la majorité que par nous-mêmes – tient un débat sur les quotas, nous ne serions pas capables de le faire."
"PA720614,2018-04-22,Le Pen, Marine","à la nation et s'' il ne satisfait à certaines conditions "". Je ne les énumère pas, vous les connaissez : ne pas avoir",été condamné,"pour crime ou délit, ne pas être fiché S , etc. Le droit du sol n'' est plus tenable. La proposition de doter la maternité de"
"PA267785,2018-04-22,Larrivé, Guillaume",ans. Nul ne doit devenir français par hasard. Personne n'' est français par hasard ! Nul ne doit devenir français s'' il a,été condamné,à une peine de prison. Nul ne doit devenir automatiquement français si ses conditions de séjour ont méconnu les lois de
"PA267785,2018-04-22,Larrivé, Guillaume",", à l'' entrée dans la nationalité française d'' un étranger né en France , mais qui, entre seize et dix-huit ans, aurait",été condamné,"plusieurs fois par la justice à des peines de prison. Oui, nous maintenons le principe du droit du sol. Mais nous"
"PA720996,2018-04-22,El Guerrab, M''jid",peut faire attribuer la nationalité française par décret à tout étranger engagé dans les armées françaises qui a,été blessé,"en mission, au cours ou à l'' occasion d'' un engagement opérationnel, et qui en fait la demande. Cette ouverture du droit"
"PA719318,2018-04-22,Anthoine, Emmanuelle",". La parole est à Mme Emmanuelle Anthoine , pour les soutenir. Les conditions d'' éligibilité à la naturalisation",sont appréciées,"par l'' autorité administrative. Compte tenu du contexte de menace terroriste, il appartient naturellement au"
"PA330684,2018-04-22,Boyer, Valérie",", un délinquant ou un radicalisé. Il tend à ce que toute personne qui constitue une menace grave pour l'' ordre public, a",été condamnée,"en dernier ressort en France pour des crimes ou des délits, quelle que soit l'' infraction considérée, ou est reconnue"
"PA330684,2018-04-22,Boyer, Valérie",". En effet, c'' est la première fois que je vois qu'' aucun des amendements proposés par le premier groupe d'' opposition n'' a",été accepté,". Qui plus est, nous avons travaillé dans des conditions déplorables : ... À qui la faute ? ...nous n'' avons pas eu les"
"PA720846,2018-04-22,Lachaud, Bastien","du jour, un accueil téléphonique incompréhensible et un accueil au guichet hostile par manque de personnel. Et ce n''",est pas l'' élu,de la Seine-Saint-Denis que je suis qui vous dira que cela se passe autrement dans notre préfecture de Bobigny . Les
"PA330684,2018-04-22,Boyer, Valérie",". On n'' est pas là pour s'' occuper – les jours, les nuits et les dimanches ! – mais pour avoir des réponses. Nous avons",été élus,"directement par les Français , et en nous traitant avec ce mépris, monsieur le ministre d'' État , madame la ministre,"
"PA721564,2018-04-22,Fajgeles, Élise",de Mme Untermaier nous expliquant comment la circulaire Valls avait permis de régler bon nombre de situations qui,étaient bloquées,", concluant que ses conditions d'' harmonisation étaient largement suffisantes même s'' il serait peut-être un jour"
"PA609245,2018-04-22,Lacroute, Valérie","notamment auxquels les communes doivent faire face. Il s'' agit, par cet amendement, de faire en sorte que toute demande",soit accompagnée,"d'' une charte dûment signée par le demandeur, par laquelle il s'' engage à reconnaître et à respecter la primauté des lois"
"PA721202,2018-04-22,Coquerel, Éric","de sauvegarde des droits de l'' homme et des libertés fondamentales , notamment son article 5. La France a déjà",été condamnée,"en 2016 sur ce point précis. Selon la jurisprudence de la Cour européenne des droits de l'' homme qui en résulte, tous les"
"PA606212,2018-04-22,Collard, Gilbert",", c'' est que vous avez osé dire, en regardant le président : "" Vous leur donnez la parole. "" Eh oui ! Nous avons",été élus,"autant que vous, et peut-être mieux que vous, mais sans vos combines, car nous n'' avons pas les médias de notre côté – 200"
"PA719608,2018-04-22,Ménard, Emmanuelle",", par "" encadré "", qui aurait le mérite d'' envoyer un signal indiquant que cette voie d'' accès au territoire national",est strictement contrôlée,". J'' aimerais aussi souligner que, à la lumière de quarante années d'' immigration non contrôlée, l'' intégration ne se"
"PA332228,2018-05-09,Benoit, Thierry","le renforcer. Trump reçoit, mais Trump décide. Le défilé désordonné des chefs d'' État européens n'' y fait rien : ils",sont condamnés,individuellement à suivre les desiderata du géant américain. La visite du président Macron n'' a finalement été qu'' au
"PA332228,2018-05-09,Benoit, Thierry","de l'' impuissance de la parole européenne. Il y a un an, le Président de la République , Emmanuel Macron , a aussi",été élu,"sur le projet européen et sur l'' ambition de la France pour l'' Union européenne . Aujourd''hui, 9 mai, journée de l'' Europe"
"PA906,2018-05-09,Collomb, Gérard",", vous avez totalement raison : ces violences sont absolument inadmissibles. Celles et ceux qui les ont organisées",seront retrouvés et condamnés,. C '' est toujours la même chose... Que s'' est -il passé le 1er mai ? Une manifestation était organisée par la CGT et par la
"PA722366,2018-05-09,Fugit, Jean-Luc",avec vos trois collègues. De quelle manière sera coordonné le déploiement du plan d'' actions ? Comment les acteurs,seront - ils accompagnés,", en particulier les agriculteurs ? Quelle part du grand plan d'' investissement sera mobilisée pour atteindre les"
"PA267306,2018-05-09,Chassaigne, André","silence législatif ; déjà encadré, affaibli, meurtri par notre république monarchique, le Parlement-législateur",serait condamné,par cette réforme à l'' impuissance législative. La volonté de limiter le droit d'' amendement des parlementaires
"PA642935,2018-05-09,Becht, Olivier","Jefferson , le dialogue constructif ne doit pas nuire à l'' action ; au contraire, il est la condition pour que la décision",soit acceptée,"sans violence. Ma question est donc simple : quelles mesures le Gouvernement compte -t - il prendre pour rappeler que,"
",2018-05-09,",". Vous avez raison, monsieur Becht : il est parfois nécessaire de prendre le temps du dialogue pour qu'' une décision",soit acceptée,", donc adoptée sans violence – institutionnelle, s'' entend... Dans le projet de révision constitutionnelle, deux"
",2018-05-09,",". Vous avez raison, monsieur Becht : il est parfois nécessaire de prendre le temps du dialogue pour qu'' une décision","soit acceptée , donc adoptée","sans violence – institutionnelle, s'' entend... Dans le projet de révision constitutionnelle, deux éléments nous"
"PA345722,2018-05-14,Le Grip, Constance","– en l'' espèce sa régionalisation –, rétablir la circonscription nationale unique, c'' est prendre le risque que",soient élus,"au printemps prochain, dans notre pays, des députés européens hors sol. Faute d'' ancrage territorial, ils n'' auront"
"PA345722,2018-05-14,Le Grip, Constance","arrière à des listes nationales départagées à la proportionnelle. Encore une fois, le risque est grand selon nous que",soient élus,"des députés hors sol, avec cette évolution désormais avérée vers une campagne purement nationale et des élections"
"PA720772,2018-05-14,Bru, Vincent","la mention dans le présent projet de loi, ... Nous, non ! C '' est anticonstitutionnel ! Ce sera censuré ! ...ce qui a",été accepté,", à la majorité, par la commission mixte paritaire, à la demande de M. le rapporteur. Dès lors, c'' est avec enthousiasme"
",2018-05-14,","de quinze ans sera puni de dix ans d'' emprisonnement. La répression sera donc renforcée, puisque la peine encourue",est doublée,par rapport à celle en cas d'' atteinte sexuelle sans pénétration. Notre texte précise enfin les règles sur les
",2018-05-14,","de droit , pour une démocratie comme la France , berceau du féminisme philosophique. Ce constat est inacceptable et ne",sera plus accepté,": c'' est le sens de notre projet de loi. Ne seraient -ils que 90 %, 60 % ou 30 %, quand bien même il resterait un seul violeur"
",2018-05-14,","et sexuelles sans pour autant avoir déposé de plainte ou en rapportant avoir eu le sentiment, à cette occasion, d''",être mal comprises,", mal entendues ou mal accueillies. Le Gouvernement prend cette question à bras-le-corps. Comment ? En finançant des"
",2018-05-14,","et sexuelles sans pour autant avoir déposé de plainte ou en rapportant avoir eu le sentiment, à cette occasion, d''","être mal comprises , mal entendues",ou mal accueillies. Le Gouvernement prend cette question à bras-le-corps. Comment ? En finançant des postes de
",2018-05-14,","d'' une amende maximale de 1 500 euros ou de 3 000 euros en cas de récidive. Par ailleurs, les auteurs des faits pourront",être condamnés,"à plusieurs peines complémentaires, dont l'' obligation de suivre un stage contre le sexisme. Ces comportements"
"PA722252,2018-05-14,Rixain, Marie-Pierre","destructrices pour les victimes, elles le sont également pour notre société. Quand un homme, une femme ou un enfant","est violenté, blessé","physiquement ou psychiquement, atteint dans son être même, ce sont en réalité tous nos principes républicains qui"
"PA588884,2018-05-14,Autain, Clémentine","nous avons connu, à ces souffrances, à ces colères révélées au monde et portées au grand jour, qui ne demandaient qu'' à",être accompagnées,"par l'' État . Pour ma part, je l'' avoue, je m'' étais prise à rêver que, le temps d'' une loi, sur un tel sujet, vos normes"
"PA588884,2018-05-14,Autain, Clémentine",les coups de son conjoint ou de son mari violent. Un viol est commis tous les quarts d'' heure. Une femme sur trois a déjà,été harcelée ou agressée,"sur son lieu de travail, et le sexisme s'' épanouit, comme on le sait maintenant, sur les réseaux sociaux. Nous mesurons"
"PA588884,2018-05-14,Autain, Clémentine",", de quartiers, de villes qui font vivre la solidarité entre femmes et qui sont des lieux où la parole émerge et peut",être accompagnée,. Or ce tissu associatif de proximité est aujourd''hui en danger en raison de votre choix de l'' austérité pour les comptes
"PA588884,2018-05-14,Autain, Clémentine",de femmes victimes de violences sexistes et sexuelles vont voir leur situation améliorée par cette loi ? Combien vont,être accompagnées,? Des actes de violences sexistes et sexuelles vont -ils être empêchés grâce à cette loi ? Pour chasser les souris et
"PA719806,2018-05-14,Auconie, Sophie","encore été évoqué, celui du fichier judiciaire automatisé des auteurs d'' infractions sexuelles ou violentes. S '' il n''",est pas condamné,"à une peine d'' emprisonnement supérieure ou égale à cinq ans, un auteur d'' agression ou de violences sexuelles n'' y est"
"PA720454,2018-05-14,Houbron, Dimitri","la secrétaire d'' État , madame la présidente de la commission, madame la rapporteure, chers collègues, "" Mon esprit s''",était arrêté,"de tourner et mon corps entier s'' est révolté. C'' était comme avoir de la fièvre, c'' était comme délirer et sentir son"
"PA719806,2018-05-14,Auconie, Sophie","d'' évoquer l'' affaire de la petite Angélique . Dans le nord de la France , cette enfant de onze ans a subi l'' horreur avant d''",être assassinée,". L'' auteur de ce crime est un violeur récidiviste qui, cette fois, aura choisi de tuer sa victime – un continuum de"
"PA721896,2018-05-14,Faucillon, Elsa","liberté, un désir d'' égalité, un désir de sororité. À la lecture de ce projet de loi, il semble toutefois qu'' ils n'' ont pas",été écoutés,. Je veux en tout cas saluer la mobilisation des associations féministes et des associations de protection de l''
"PA721384,2018-05-14,Fontenel-Personne, Pascale",pour les crimes sexuels commis sur mineurs et tous les cas de violences contre les victimes de moins de quinze ans,seront condamnés,". Bravo. Parce que les infractions évoluent avec notre temps, le cyber-harcèlement en meute sera puni par la loi et,"
"PA441,2018-05-14,Bello, Huguette",", accueil inadapté des victimes, la peur, la honte : les causes en sont de plus en plus finement répertoriées. De même, il",est admis,"que pour être décisives, les réponses doivent aller bien au-delà du seul cadre pénal et concerner de manière"
"PA719072,2018-05-14,Mesnier, Thomas","ma circonscription, à Angoulême , et dont je peux témoigner de l'' efficacité, en tant que médecin urgentiste avant d''",être élu,l'' année passée. Cette mesure s'' accompagnera également du développement d'' une plateforme de géolocalisation des
"PA267260,2018-05-14,Poletti, Bérengère",aux faits impliquant l'' entraîneur de tennis Régis de Camaret ou le gynécologue André Hazout . Tous les coupables ont,été condamnés,"à de lourdes peines, mais certaines des victimes n'' ont pas pu se porter parties civiles en raison de la prescription."
"PA719652,2018-05-15,Hammerer, Véronique",. La situation restera sans solution tant que le nombre d'' appareils permettant la prise des empreintes digitales ne,sera pas doublé,", voire triplé, surtout dans les territoires ruraux. Madame la ministre , que faire ? La parole est à Mme la ministre"
"PA719652,2018-05-15,Hammerer, Véronique",. La situation restera sans solution tant que le nombre d'' appareils permettant la prise des empreintes digitales ne,"sera pas doublé , voire triplé",", surtout dans les territoires ruraux. Madame la ministre , que faire ? La parole est à Mme la ministre auprès du ministre"
"PA227076,2018-05-15,Gourault, Jacqueline","territoires ruraux, il y a souvent un poste informatique où les usagers, notamment les plus âgés d'' entre eux, peuvent",être aidés,dans leurs demandes par des jeunes effectuant leur service civique. L'' ensemble de ces dispositions traduit l''
"PA689,2018-05-15,Buffet, Marie-George","familles, qui savent que le chemin de l'' école est le seul qui assurera un avenir à leurs enfants. Mais cette excellence",est parfois bousculée,", voire annihilée, par des problèmes graves et récurrents : des problèmes de recrutement, comme dans le lycée des"
"PA689,2018-05-15,Buffet, Marie-George","familles, qui savent que le chemin de l'' école est le seul qui assurera un avenir à leurs enfants. Mais cette excellence","est parfois bousculée , voire annihilée",", par des problèmes graves et récurrents : des problèmes de recrutement, comme dans le lycée des métiers de l'' aérien"
"PA721270,2018-05-15,Peu, Stéphane",constatés aux abords et parfois au sein même des établissements scolaires implantés sur la circonscription dont je,suis élu,". Sans attendre votre réponse écrite sur ce sujet aussi préoccupant qu'' urgent, je reviens vers vous à l'' oral, et de"
"PA722374,2018-05-15,Isaac-Sibille, Cyrille","agricole dans le modèle productif, énergétique et environnemental qu'' il porte aujourd''hui. "" Une civilisation peut",être appréciée,par sa capacité à bien gérer collectivement sa ressource en eau. L'' eau est un marqueur de civilisation. Elle a toujours
",2018-05-15,","d'' arrêt et des centres de détention, des établissements à sécurité adaptée susceptibles d'' accueillir des détenus",soit condamnés,"à de courtes peines, soit en fin de peine et ayant démontré des capacités de réinsertion. Nous estimons également que ce"
",2018-05-15,","de téléphérique urbain Téléval . Je tiens à préciser trois points. Tout d'' abord, le choix du site d'' implantation n''",est pas arrêté,"et les études se poursuivent. Outre la satisfaction initiale du cahier des charges défini par l'' APIJ , d'' autres"
"PA720362,2018-05-15,Belhaddad, Belkhir",". Dans toute la zone, le vocabulaire et les actes guerriers reprennent place. Cet usage disproportionné de la force",est condamné,"par la communauté internationale. Nous devrions pourtant nous souvenir des conditions d'' émergence de Daech , sur les"
"PA335054,2018-05-15,Karamanli, Marietta","règles constitutionnelles. Or d'' autres pays, comme le Royaume-Uni et la Belgique , ont utilisé une telle notion sans",être condamnés,. Le groupe Nouvelle Gauche a donc repris votre engagement à son compte en proposant que tout acte de pénétration
",2018-05-15,","secrétaire d'' État chargée de l'' égalité entre les femmes et les hommes. Madame la députée, nous nous connaissons bien,",étant élues,dans le même conseil municipal : c'' est pourquoi je ne peux pas croire que vous feigniez de ne pas avoir compris ce projet
"PA335612,2018-05-15,Lecoq, Jean-Paul","de protestation pacifique a été bâti au Sahara occidental . Lors de son brutal démantèlement, plusieurs militants ont",été arrêtés,", dont Naama Asfari , qui a été condamné à trente ans de prison après avoir été torturé, comme l'' a confirmé le comité"
"PA335612,2018-05-15,Lecoq, Jean-Paul","au Sahara occidental . Lors de son brutal démantèlement, plusieurs militants ont été arrêtés, dont Naama Asfari , qui a",été condamné,"à trente ans de prison après avoir été torturé, comme l'' a confirmé le comité contre la torture des Nations unies . M."
"PA721202,2018-05-15,Coquerel, Éric","la bande de Gaza , cinquante-neuf Palestiniens , dont huit enfants, ont été tués par l'' armée israélienne, et 2 400 ont",été blessés,. Ces cinquante-neuf morts s'' ajoutent aux cinquante-huit Palestiniens tués depuis le 30 mars. Il est à espérer que d''
"PA718918,2018-05-15,Louis, Alexandra",", même si le délai de prescription est acquis, car cela leur permet de s'' exprimer, de verbaliser leur traumatisme, d''",être écoutées,par les institutions judiciaires. Cela permet aussi d'' ouvrir des enquêtes sur les personnes ainsi signalées : dans
"PA588884,2018-05-15,Autain, Clémentine","font système ; mais à travers le crime contre l'' humanité, c'' est un État , avec des responsabilités claires, qui",est attaqué,". Si l'' on se demandait, dans la même logique, qui est responsable des crimes sexistes et sexuels, on verrait qu'' il s''"
"PA720924,2018-05-15,Elimas, Nathalie",signaler : les enfants sont les premières victimes de ces insuffisances de notre législation. Plus tôt les violences,seront dépistées,", plus tôt il sera possible d'' apporter aux victimes le suivi et les soins dont elles auront besoin pour se reconstruire."
"PA720286,2018-05-15,Fiat, Caroline","je pense qu'' ils en sont demandeurs, car ils en ont besoin. S '' il fallait un exemple, en voici un. L'' aide-soignante que j''",étais a accompagné,", dans un établissement d'' hébergement pour personnes âgées dépendantes, la fin de vie d'' un médecin qui avait besoin de"
"PA721046,2018-05-15,Bassire, Nathalie",", qui nous ont tous interpellés afin que nous soyons leurs porte-parole. Nous ne devons pas oublier que nous avons",été élus,"par le peuple, pour le représenter et pour clamer à sa place qu'' il est choqué que vous ne soyez pas allée plus loin pour"
"PA702052,2018-05-15,Sage, Maina","bien, en effet, le sens de la différence établie entre le viol et ce qu'' on qualifie d'' "" atteintes sexuelles "", lorsque",sont condamnées,"des relations consenties entre un majeur et un mineur. Madame la secrétaire d'' État , il nous paraît important, avec l''"
"PA702052,2018-05-15,Sage, Maina","bien, en effet, le sens de la différence établie entre le viol et ce qu'' on qualifie d'' "" atteintes sexuelles "", lorsque",sont condamnées des relations consenties,"entre un majeur et un mineur. Madame la secrétaire d'' État , il nous paraît important, avec l'' article 2, d'' essayer d''"
"PA1838,2018-05-15,Lassalle, Jean",sens l'' ensemble de cet hémicycle frissonner autour de cette question. Cela a été dit : à chacun son travail. Nous avons,été élus,"pour dire, pour écrire la loi. Qui peut prétendre qu'' au-dessous de 15 ans, d'' une manière ou d'' une autre, il n'' y a pas viol"
"PA588884,2018-05-15,Autain, Clémentine",constitutionnel. Le Conseil constitutionnel dit cependant qu'' une logique d'' inversion de la charge de la preuve peut,être admise,"dans des cas exceptionnels. Or nous sommes ici face à un cas exceptionnel. Valider l'' article 2 serait donc, pour notre"
"PA335054,2018-05-15,Karamanli, Marietta","consentement en deçà d'' un seuil d'' âge existe dans d'' autres pays, comme la Belgique ou le Royaume-Uni , qui n'' ont jamais",été condamnés,"pour cette législation. De plus, si une telle présomption serait certes inédite dans notre code pénal, elle n''"
"PA720892,2018-05-15,Panot, Mathilde",", du Haut Conseil à l'' égalité entre les femmes et les hommes , qui a rendu un avis défavorable sur ce texte, n''",est jamais écoutée,", pourquoi leur avis est balayé d'' un revers de main, comme si ce n'' était pas important. Si cet article est adopté en l''"
"PA720318,2018-05-15,Zannier, Hélène",la personne mise en cause. Les différents amendements issus de nos travaux – vous avez tout de même le sentiment d'' avoir,été écoutés,– visent encore et toujours à renforcer le droit inaliénable des enfants. Entendre que nous serions en train d'' enlever
",2018-05-15,",des enfants victimes de violences sexuelles. Elle sait donc ce que les magistrats opposent et dans quel cas on,est condamné,"ou pas. Je vous invite à respecter la dignité de nos débats, madame la députée. Quelle est la situation actuelle ? Le code"
",2018-05-15,","le code pénal pour mieux protéger les enfants, pour lutter contre le fait que les agresseurs et les violeurs ne",sont pas suffisamment condamnés,". Je voudrais vous lire la disposition que nous proposons, parce que, sincèrement, quand j'' entends les commentaires"
",2018-05-15,","de la commission des lois ont formulé un certain nombre de propositions très fortes pour améliorer ce texte, qui ont",été acceptées,". La version que nous vous présentons est donc déjà une version améliorée, fruit de dizaines d'' heures de travail et, en"
"PA721816,2018-05-15,Boucard, Ian",. Vous ne pouvez pas nier que ces amendements posent de sérieux problèmes de constitutionnalité ! Mais nous,sommes élus,"par les citoyens, enfin, pas par le Conseil constitutionnel ! J '' ai interrogé à ce sujet les personnalités que nous"
"PA588884,2018-05-15,Autain, Clémentine","nous disons, en revanche, c'' est que, en France , seuls 9 % des victimes de viol portent plainte, et seulement 1 % des viols",sont condamnés,". Je veux donc bien que l'' on s'' inquiète d'' une éventuelle erreur judiciaire, mais porter plainte n'' est pas une partie de"
"PA722202,2018-05-15,Jumel, Sébastien","aux interventions sur l'' amendement n° 39. La parole est à M. Sébastien Jumel . Je vois que cela tangue, que la majorité",est bousculée,"par la force des arguments développés. On a commencé par nous dire que nous n'' avions pas lu le texte. Ensuite, on nous a"
"PA719448,2018-05-15,Chapelier, Annie","recomposé sont souvent considérés entre eux et par eux-mêmes comme faisant partie d'' une fratrie. Pourtant, ils ne",sont pas compris,dans la définition de l'' article 222-31-1 du code pénal. Il paraît donc essentiel d'' en faire mention. Le code pénal ne
"PA588884,2018-05-15,Autain, Clémentine",". Le droit n'' est pas une matière fixe, et cela vaut aussi pour le droit constitutionnel. Dans l'' histoire, celui-ci a",été bousculé,", et heureusement qu'' il l'' a été ! Les droits des femmes, les droits des enfants n'' en seraient pas là où ils en sont"
"PA588884,2018-05-15,Autain, Clémentine",". Le droit n'' est pas une matière fixe, et cela vaut aussi pour le droit constitutionnel. Dans l'' histoire, celui-ci a","été bousculé , et heureusement qu","'' il l'' a été ! Les droits des femmes, les droits des enfants n'' en seraient pas là où ils en sont aujourd''hui si on avait"
"PA337633,2018-05-16,Girardin, Annick","des PTOM lors de ces prochaines discussions ? La parole est à Mme la ministre des outre-mer. Monsieur le député, je",suis moi-même élue,"d'' un territoire ultramarin, PTOM de surcroît. Je voudrais rappeler que, lors des dernières élections européennes,"
"PA266797,2018-05-16,Gosselin, Philippe",de la dématérialisation de la délivrance des cartes grises et des permis de conduire qui tourne au fiasco : l'' État a même,été condamné,"pour cela. Mais cela ne suffisait pas. Rouler est devenu un luxe ! Une fois de plus, l'' automobiliste est considéré comme"
"PA718918,2018-05-16,Louis, Alexandra","sur le droit existant. Aujourd''hui, les auteurs de viols et d'' agressions sexuelles autres que le viol peuvent déjà",être condamnés,"à un suivi socio-judiciaire, immédiatement après l'' exécution de leur peine. Ce suivi socio-judiciaire comporte"
"PA722086,2018-05-16,Taquet, Adrien","too nous ont permis de prendre conscience – à moi le premier, je dois l'' admettre – combien il est difficile aux femmes d''",être écoutées,"et crues lorsqu'' elles déposent une plainte pour violence sexuelle. Imaginons un instant, mes chers collègues, une"
"PA722086,2018-05-16,Taquet, Adrien","too nous ont permis de prendre conscience – à moi le premier, je dois l'' admettre – combien il est difficile aux femmes d''",être écoutées et crues,"lorsqu'' elles déposent une plainte pour violence sexuelle. Imaginons un instant, mes chers collègues, une femme"
